,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews,Release_Date,Genres,Release Year
226,3.9,9100,297,3400,1600,905,336,"Mar 11, 2015","[""'Adventure'"", ""'Platform'"", ""'Puzzle'""]",2015
227,4.0,6700,349,3700,1700,1200,529,"Feb 21, 2017","[""'Adventure'"", ""'Indie'"", ""'Platform'""]",2017
228,3.8,13000,147,1900,613,1200,371,"Oct 27, 2002","[""'Adventure'"", ""'Arcade'"", ""'Racing'"", ""'Shooter'""]",2002
229,2.7,15000,647,227,23,470,573,"Jul 06, 2016","[""'RPG'"", ""'Simulator'""]",2016
230,4.3,2700,157,1300,1100,444,352,"Jun 30, 2022","[""'Adventure'"", ""'Indie'"", ""'Platform'""]",2022
231,3.7,16000,57,733,350,1100,528,"Nov 09, 2010","[""'Shooter'""]",2010
232,4.0,12000,112,1400,421,1400,618,"Sep 14, 2010","[""'Shooter'""]",2010
233,4.1,4700,424,2900,1200,1100,412,"May 23, 2013","[""'RPG'""]",2013
234,4.0,4400,284,1800,2000,1100,478,"Jun 11, 2021","[""'Adventure'"", ""'Platform'"", ""'Shooter'""]",2021
235,4.3,11000,141,1900,739,1400,432,"Dec 22, 2005","[""'Adventure'"", ""'RPG'""]",2005
236,4.2,5700,130,1900,977,1200,429,"May 06, 2003","[""'Adventure'"", ""'Platform'"", ""'RPG'""]",2003
237,4.1,6200,100,2200,1200,1200,622,"Jul 30, 2019","[""'Adventure'"", ""'Indie'"", ""'Platform'""]",2019
238,3.8,4500,532,2800,1600,775,380,"Jul 16, 2021","[""'Adventure'"", ""'RPG'""]",2021
239,4.0,11000,94,1600,800,1100,359,"Mar 13, 2007","[""'Adventure'"", ""'Brawler'"", ""'Platform'""]",2007
240,4.1,3600,400,2600,1800,1000,402,"Dec 13, 2018","[""'Adventure'"", ""'RPG'""]",2018
241,3.3,11000,63,2000,642,756,449,"Mar 18, 2014","[""'Adventure'"", ""'RPG'"", ""'Shooter'"", ""'Strategy'""]",2014
242,3.8,15000,66,759,332,1100,562,"Nov 12, 2012","[""'Shooter'""]",2012
243,3.8,8600,392,3400,1100,831,487,"Dec 01, 2014","[""'Adventure'"", ""'Indie'""]",2014
244,2.4,4500,61,824,868,566,480,"Aug 19, 2021","[""'Adventure'"", ""'Indie'"", ""'Point-and-Click'"", ""'Puzzle'""]",2021
245,3.7,6200,214,3000,1200,952,421,"May 14, 2019","[""'Adventure'"", ""'RPG'""]",2019
246,2.5,8900,225,2100,655,1100,534,"Oct 02, 2012","[""'Adventure'"", ""'Shooter'""]",2012
247,4.6,2900,503,789,437,472,370,"Dec 07, 2021","[""'Adventure'"", ""'RPG'""]",2021
248,4.0,8300,224,2400,853,1300,428,"Jun 29, 1998","[""'Adventure'"", ""'Platform'"", ""'Quiz/Trivia'""]",1998
249,3.8,12000,56,1500,946,852,411,"Oct 17, 2013","[""'Adventure'"", ""'Indie'""]",2013
250,4.4,4000,156,2000,1300,939,333,"Jun 19, 2010","[""'Adventure'"", ""'Puzzle'""]",2010
251,3.7,5000,479,3100,1200,782,347,"Sep 10, 2019","[""'Adventure'"", ""'Brawler'"", ""'Indie'"", ""'Platform'"", ""'RPG'""]",2019
252,4.2,5300,784,3400,1400,995,396,"Sep 27, 2019","[""'Adventure'"", ""'RPG'""]",2019
253,3.5,14000,94,809,285,1000,455,"Nov 12, 2009","[""'Adventure'"", ""'Platform'""]",2009
254,4.0,6600,95,399,280,1000,708,"Nov 12, 2020","[""'Adventure'"", ""'Platform'""]",2020
255,4.4,4300,207,3100,1100,1100,258,"Jun 26, 2000","[""'RPG'"", ""'Shooter'""]",2000
256,4.0,2900,454,2200,1900,818,328,"Apr 30, 2021","[""'Shooter'""]",2021
257,3.6,10000,126,3900,790,788,316,"Feb 09, 2010","[""'Adventure'"", ""'Puzzle'"", ""'RPG'"", ""'Shooter'""]",2010
258,3.4,1300,999,197,183,151,211,"Apr 26, 2023","[""'Adventure'"", ""'RPG'"", ""'Turn Based Strategy'""]",2023
259,3.8,5500,644,849,682,649,373,"Nov 09, 2021","[""'Racing'""]",2021
260,3.9,1700,146,1000,882,514,358,"Jun 23, 2022","[""'Adventure'"", ""'Puzzle'"", ""'Visual Novel'""]",2022
261,3.7,10000,463,2700,510,720,489,"Apr 05, 2016","[""'Adventure'"", ""'Arcade'"", ""'Indie'"", ""'Shooter'""]",2016
262,4.4,1900,252,1700,1400,623,175,"Dec 27, 2012","[""'Adventure'"", ""'Indie'"", ""'Visual Novel'""]",2012
263,4.1,1400,151,1200,989,552,285,"May 05, 2022","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2022
264,3.5,12000,200,2100,563,696,369,"Oct 20, 2010","[""'Adventure'"", ""'Indie'"", ""'Platform'""]",2010
265,4.3,6700,125,1800,729,1000,285,"Feb 17, 2005","[""'Adventure'"", ""'Brawler'"", ""'Shooter'""]",2005
266,3.9,11000,122,926,470,1200,450,"Nov 21, 2013","[""'Adventure'"", ""'Platform'""]",2013
267,3.8,8900,414,3000,1100,760,408,"Jun 30, 2017","[""'Adventure'"", ""'Platform'""]",2017
268,4.5,3400,649,2900,1000,679,295,"May 14, 2021","[""'Adventure'"", ""'RPG'"", ""'Shooter'"", ""'Strategy'""]",2021
269,2.5,9700,755,323,121,342,685,"Jun 02, 2020","[""'Shooter'"", ""'Tactical'""]",2020
270,3.9,7300,120,1700,859,926,335,"Jul 23, 2001","[""'Shooter'""]",2001
271,3.1,1000,238,1200,1200,395,208,"Aug 25, 2022","[""'RPG'""]",2022
272,3.6,9600,272,1900,726,710,444,"Jan 26, 2015","[""'Adventure'"", ""'RPG'"", ""'Shooter'""]",2015
273,3.1,2000,253,1500,1400,550,289,"Mar 24, 2022","[""'Adventure'""]",2022
274,3.7,13000,68,1800,547,1100,366,"Nov 01, 2011","[""'Adventure'"", ""'Platform'"", ""'Shooter'""]",2011
275,4.0,9700,74,1600,854,1000,299,"Mar 16, 2010","[""'Adventure'"", ""'Brawler'""]",2010
276,4.2,7400,126,1800,507,1400,393,"Nov 21, 1995","[""'Adventure'"", ""'Platform'""]",1995
277,3.3,8500,57,1300,502,483,643,"May 11, 2020","[""'Adventure'"", ""'Indie'"", ""'Puzzle'""]",2020
278,4.0,3600,335,2900,1400,899,291,"Jun 24, 1999","[""'RPG'""]",1999
279,4.0,7500,235,3700,1100,1000,314,"Nov 11, 2016","[""'Adventure'"", ""'Puzzle'"", ""'RPG'"", ""'Shooter'""]",2016
280,3.4,5100,573,3600,1800,740,285,"Jul 13, 2018","[""'Adventure'"", ""'RPG'""]",2018
281,3.8,13000,42,623,286,963,343,"Nov 05, 2007","[""'Shooter'"", ""'Simulator'""]",2007
282,4.4,7300,195,1800,677,1100,382,"Mar 31, 2006","[""'Adventure'"", ""'Visual Novel'""]",2006
283,3.6,7000,107,1000,427,1100,440,"Dec 23, 1998","[""'Adventure'"", ""'Platform'""]",1998
284,3.5,9800,203,3100,688,773,301,"Nov 10, 2015","[""'Adventure'"", ""'Shooter'""]",2015
285,3.6,7700,60,1800,698,793,437,"Jun 26, 2012","[""'Adventure'"", ""'Shooter'""]",2012
286,3.9,3500,415,2200,862,797,332,"Jun 24, 2004","[""'RPG'"", ""'Strategy'""]",2004
287,3.3,8800,149,2100,561,912,407,"Apr 12, 2016","[""'Adventure'"", ""'Platform'"", ""'Shooter'""]",2016
288,3.8,6700,259,4000,1000,923,357,"Oct 06, 2014","[""'Adventure'""]",2014
289,3.8,1400,87,717,653,516,254,"Aug 30, 2022","[""'Indie'"", ""'Point-and-Click'"", ""'Simulator'""]",2022
290,3.2,12000,134,911,320,899,541,"Oct 12, 2013","[""'Adventure'"", ""'RPG'"", ""'Turn Based Strategy'""]",2013
291,3.9,4200,121,3100,1300,1100,411,"Dec 08, 2016","[""'Adventure'"", ""'Brawler'"", ""'RPG'""]",2016
292,3.9,8400,102,1900,971,1100,355,"Sep 14, 2001","[""'Adventure'""]",2001
293,3.8,7600,160,2100,631,735,438,"Mar 10, 2015","[""'Indie'"", ""'Shooter'""]",2015
294,4.2,12000,177,1000,448,1000,438,"Sep 12, 2009","[""'Adventure'"", ""'RPG'"", ""'Turn Based Strategy'""]",2009
295,3.5,9200,137,2100,974,1100,385,"Nov 18, 2011","[""'Adventure'"", ""'Platform'"", ""'Puzzle'"", ""'RPG'""]",2011
296,4.0,9700,106,1400,444,1200,398,"Nov 09, 2004","[""'Shooter'""]",2004
297,4.0,8100,501,1200,748,701,566,"Mar 28, 2019","[""'Adventure'"", ""'Indie'"", ""'Shooter'""]",2019
298,4.1,7600,221,2600,929,959,388,"Feb 12, 2015","[""'Adventure'"", ""'RPG'""]",2015
299,4.1,5500,199,3600,1800,954,158,"Apr 20, 2006","[""'Adventure'"", ""'Puzzle'"", ""'RPG'""]",2006
300,4.1,6800,216,2600,977,1100,352,"Aug 11, 2000","[""'Adventure'"", ""'RPG'"", ""'Turn Based Strategy'""]",2000
301,4.1,4000,169,2300,1400,712,378,"Dec 08, 2016","[""'Adventure'"", ""'Indie'"", ""'Puzzle'"", ""'RPG'""]",2016
302,4.3,7600,223,2100,1000,1100,400,"Sep 26, 2013","[""'Adventure'"", ""'Puzzle'""]",2013
303,4.1,7100,459,1600,650,811,420,"Jan 23, 2019","[""'Adventure'"", ""'Card & Board Game'"", ""'Indie'"", ""'RPG'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2019
304,3.0,8700,67,1600,781,769,401,"Feb 18, 2010","[""'Adventure'""]",2010
305,4.2,1500,132,1300,1100,529,298,"Jan 04, 2021","[""'Indie'"", ""'Shooter'"", ""'Simulator'"", ""'Tactical'""]",2021
306,3.2,2100,138,831,826,514,301,"Jun 10, 2022","[""'Adventure'""]",2022
307,2.8,11000,115,1800,439,667,395,"May 26, 2014","[""'Adventure'"", ""'Shooter'""]",2014
308,4.0,1300,282,1700,1500,520,157,"Mar 04, 2022","[""'Adventure'"", ""'RPG'"", ""'Simulator'"", ""'Strategy'"", ""'Tactical'""]",2022
309,3.1,9400,43,891,223,999,432,"Oct 09, 1988","[""'Adventure'"", ""'Platform'""]",1988
310,4.0,1700,154,1100,1200,588,246,"Oct 18, 2022","[""'Adventure'"", ""'RPG'""]",2022
311,4.0,5800,282,2700,404,614,319,"Sep 14, 2016","[""'Adventure'"", ""'RPG'"", ""'Shooter'""]",2016
312,3.7,8200,160,2700,675,812,287,"Jul 20, 2011","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2011
313,4.3,3200,148,2400,1500,836,276,"Dec 15, 2014","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2014
314,4.1,7900,159,1700,400,1300,326,"Aug 05, 1995","[""'Platform'""]",1995
315,4.3,4600,125,1200,540,1200,245,"Mar 22, 2002","[""'Adventure'"", ""'Puzzle'""]",2002
316,3.9,9200,91,1800,771,948,347,"Oct 11, 2013","[""'Adventure'"", ""'Point-and-Click'""]",2013
317,4.1,1500,208,1900,1200,490,184,"Mar 28, 2017","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'RPG'""]",2017
318,3.7,7800,217,1400,460,751,411,"Mar 31, 2006","[""'Adventure'"", ""'Visual Novel'""]",2006
319,4.1,6900,103,2300,816,901,310,"Jan 25, 2011","[""'Adventure'"", ""'Shooter'""]",2011
320,4.4,2400,334,1400,1100,495,216,"Aug 17, 2007","[""'Adventure'"", ""'Visual Novel'""]",2007
321,3.2,7500,271,2800,1500,642,406,"Oct 25, 2019","[""'Adventure'"", ""'RPG'"", ""'Shooter'""]",2019
322,3.5,9700,65,798,322,771,292,"Sep 09, 1996","[""'Platform'""]",1996
323,4.0,3400,250,2800,968,781,391,"Jun 20, 2019","[""'Adventure'""]",2019
324,3.6,7400,107,1900,789,612,268,"Jan 31, 2008","[""'Adventure'"", ""'Brawler'""]",2008
325,3.4,8900,148,2000,736,763,353,"Oct 16, 2013","[""'Adventure'"", ""'Brawler'""]",2013
326,3.7,1900,64,1000,766,418,247,"Dec 16, 2021","[""'Adventure'"", ""'Indie'"", ""'Visual Novel'""]",2021
327,3.0,8300,585,831,228,525,540,"Jun 14, 2016","[""'Indie'"", ""'Strategy'""]",2016
328,3.2,6900,398,2700,757,620,452,"Sep 13, 2019","[""'RPG'"", ""'Shooter'""]",2019
329,3.6,2500,253,1700,1800,574,241,"Sep 20, 2021","[""'Adventure'"", ""'Indie'""]",2021
330,4.1,633,227,808,783,267,113,"Dec 08, 2022","[""'Adventure'"", ""'Indie'"", ""'RPG'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2022
331,3.6,7600,144,1100,767,703,472,"Mar 23, 2018","[""'Adventure'""]",2018
332,3.3,7300,123,1100,523,802,469,"Nov 20, 2008","[""'Adventure'"", ""'Brawler'"", ""'Platform'""]",2008
333,3.8,9200,213,2200,650,851,308,"Mar 20, 2006","[""'Adventure'"", ""'RPG'""]",2006
334,3.4,5500,169,2100,944,747,288,"Oct 14, 2014","[""'Adventure'"", ""'Puzzle'"", ""'Shooter'""]",2014
335,3.7,5600,199,2700,791,1100,276,"Feb 11, 1999","[""'Adventure'"", ""'RPG'""]",1999
336,3.2,6000,19,512,210,812,458,"Apr 27, 1992","[""'Platform'""]",1992
337,3.3,8800,112,1700,469,658,412,"Sep 04, 2013","[""'Adventure'"", ""'Indie'""]",2013
338,3.2,2400,300,354,440,406,288,"Oct 28, 2022","[""'Shooter'""]",2022
339,2.9,10000,602,960,117,598,530,"Sep 06, 2017","[""'Adventure'"", ""'RPG'"", ""'Shooter'""]",2017
340,4.0,3900,91,2100,1400,765,161,"Sep 24, 2001","[""'Adventure'"", ""'Platform'"", ""'Puzzle'""]",2001
341,4.0,11000,189,699,445,919,452,"Nov 08, 2012","[""'Simulator'""]",2012
342,3.6,10000,88,1100,180,750,384,"Apr 18, 2008","[""'Adventure'"", ""'Brawler'"", ""'Platform'""]",2008
343,3.4,8100,491,2400,837,905,380,"Oct 05, 2018","[""'Adventure'"", ""'RPG'""]",2018
344,3.8,3800,314,2100,1500,807,370,"Oct 02, 2020","[""'Platform'""]",2020
345,4.2,2800,328,1600,922,523,230,"Jun 10, 2021","[""'Adventure'"", ""'RPG'""]",2021
346,4.0,9400,396,1200,743,566,397,"Nov 04, 2014","[""'Adventure'"", ""'Arcade'"", ""'Indie'"", ""'Puzzle'"", ""'RPG'"", ""'Shooter'""]",2014
347,3.7,5800,105,1200,403,951,360,"Jun 23, 2001","[""'Adventure'"", ""'Platform'""]",2001
348,3.7,8900,283,818,365,715,467,"Jan 26, 2018","[""'Fighting'""]",2018
349,3.8,6400,368,2500,1500,933,403,"Oct 31, 2019","[""'Adventure'""]",2019
350,4.1,4900,205,1500,585,665,444,"Dec 06, 2018","[""'Adventure'"", ""'Puzzle'""]",2018
351,3.5,11000,74,420,167,724,421,"Dec 02, 2011","[""'Racing'""]",2011
352,3.4,6100,69,2400,616,793,381,"Aug 02, 2016","[""'Adventure'"", ""'Indie'"", ""'Puzzle'"", ""'Simulator'""]",2016
353,3.8,9900,224,774,452,817,551,"Jul 21, 2017","[""'Platform'"", ""'Shooter'""]",2017
354,3.6,6000,209,2400,736,720,335,"Jan 26, 2016","[""'Adventure'"", ""'Indie'"", ""'Puzzle'""]",2016
355,3.4,6300,30,773,563,790,543,"Aug 28, 2018","[""'Adventure'"", ""'Indie'"", ""'Puzzle'""]",2018
356,3.8,7600,267,770,401,757,361,"Feb 18, 2015","[""'Fighting'""]",2015
357,2.8,970,63,663,1100,314,217,"Dec 02, 2022","[""'Adventure'"", ""'Shooter'""]",2022
358,3.9,7600,94,1600,873,738,280,"Oct 17, 2006","[""'Adventure'""]",2006
359,3.5,11000,25,456,218,838,344,"Dec 14, 1996","[""'Racing'""]",1996
360,3.6,11000,104,1100,257,556,414,"Aug 27, 2008","[""'Adventure'"", ""'Brawler'"", ""'Indie'"", ""'Puzzle'"", ""'RPG'""]",2008
361,4.2,6700,47,737,302,926,455,"Oct 18, 1994","[""'Platform'""]",1994
362,3.3,9900,103,1500,505,646,313,"Nov 18, 2014","[""'Adventure'"", ""'Shooter'"", ""'Tactical'""]",2014
363,3.0,9800,516,811,119,520,454,"Sep 02, 2014","[""'RPG'"", ""'Simulator'""]",2014
364,4.0,2100,408,2300,1400,504,221,"Oct 28, 2020","[""'RPG'"", ""'Turn Based Strategy'""]",2020
365,3.8,6200,184,3300,777,889,281,"May 20, 2014","[""'Adventure'"", ""'Indie'"", ""'RPG'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2014
366,3.6,6700,57,785,254,811,342,"Mar 23, 1993","[""'Platform'""]",1993
367,3.5,12000,18,273,127,778,397,"Nov 21, 2014","[""'Fighting'"", ""'Platform'""]",2014
368,4.5,1600,75,852,779,594,194,"Sep 29, 2011","[""'Adventure'"", ""'RPG'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2011
369,3.4,11000,22,324,241,764,349,"Jan 21, 1999","[""'Fighting'"", ""'Platform'""]",1999
370,4.5,1900,118,648,530,359,166,"Sep 15, 2009","[""'Adventure'"", ""'Visual Novel'""]",2009
371,4.0,6200,171,1200,651,916,327,"Jul 10, 2008","[""'Quiz/Trivia'"", ""'RPG'"", ""'Simulator'"", ""'Visual Novel'""]",2008
372,4.1,3900,237,1700,1300,770,300,"Jan 20, 2021","[""'Adventure'"", ""'Shooter'"", ""'Tactical'""]",2021
373,4.0,5200,588,2200,1300,607,349,"Mar 13, 2019","[""'Indie'"", ""'Puzzle'"", ""'Strategy'""]",2019
374,3.6,10000,76,633,207,703,411,"Nov 21, 2004","[""'Adventure'"", ""'Platform'""]",2004
375,4.5,7000,435,2500,535,539,272,"Aug 29, 2016","[""'Adventure'"", ""'RPG'""]",2016
376,3.7,4500,137,359,498,571,323,"Oct 28, 2021","[""'Card & Board Game'""]",2021
377,3.3,7800,156,2200,537,652,371,"Nov 15, 2016","[""'Adventure'"", ""'Shooter'""]",2016
378,3.0,8600,60,1400,312,762,422,"Nov 06, 2012","[""'Shooter'""]",2012
379,3.4,8600,69,1500,642,751,350,"Mar 21, 2014","[""'Adventure'"", ""'Platform'"", ""'Shooter'""]",2014
380,3.5,4000,195,2100,915,548,330,"Oct 27, 2020","[""'Adventure'"", ""'Platform'"", ""'Shooter'""]",2020
381,4.3,4500,719,2200,848,581,220,"Apr 17, 2014","[""'Adventure'"", ""'Puzzle'"", ""'Simulator'"", ""'Visual Novel'""]",2014
382,3.3,5700,191,3200,811,597,238,"Sep 14, 2018","[""'Adventure'"", ""'Shooter'""]",2018
383,4.5,4800,105,819,306,768,320,"Mar 29, 2007","[""'Adventure'"", ""'Brawler'"", ""'Platform'"", ""'RPG'"", ""'Shooter'""]",2007
384,3.6,6700,42,607,182,984,403,"Jun 02, 1989","[""'Adventure'"", ""'Platform'""]",1989
385,3.6,2900,140,1000,1200,674,306,"Sep 10, 2021","[""'Adventure'""]",2021
386,4.2,7500,108,1800,730,947,349,"Sep 14, 2009","[""'Platform'"", ""'RPG'""]",2009
387,3.0,7300,70,1400,528,524,344,"Jan 15, 2013","[""'Adventure'"", ""'Brawler'"", ""'Puzzle'""]",2013
388,3.3,12000,32,579,234,678,342,"Nov 08, 2011","[""'Adventure'"", ""'Shooter'"", ""'Tactical'""]",2011
389,1.9,5600,43,802,232,741,688,"Nov 07, 2017","[""'Adventure'"", ""'Platform'"", ""'Strategy'""]",2017
390,4.2,3600,349,3500,1300,580,201,"Oct 30, 2012","[""'Adventure'"", ""'RPG'""]",2012
391,4.0,7000,170,2000,620,827,252,"Nov 03, 2009","[""'RPG'""]",2009
392,4.1,843,147,388,652,372,197,"Feb 24, 2023","[""'Adventure'"", ""'Platform'""]",2023
393,4.3,6500,52,872,470,841,353,"Sep 22, 2008","[""'Adventure'"", ""'Platform'""]",2008
394,3.6,1500,105,556,531,373,213,"Sep 15, 2022","[""'Adventure'"", ""'Music'"", ""'Shooter'""]",2022
395,2.5,9700,27,576,144,391,415,"Apr 01, 2014","[""'Adventure'"", ""'Indie'"", ""'Simulator'""]",2014
396,4.3,685,33,1100,1200,507,120,"May 02, 2001","[""'Adventure'"", ""'Puzzle'""]",2001
397,3.1,9600,92,724,222,631,446,"Nov 06, 2015","[""'Adventure'"", ""'Shooter'""]",2015
398,3.5,1500,173,1600,1200,484,189,"Sep 23, 2021","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'Puzzle'"", ""'RPG'""]",2021
399,3.9,946,81,774,634,434,158,"Mar 24, 2022","[""'Adventure'"", ""'Indie'"", ""'Point-and-Click'"", ""'Puzzle'""]",2022
400,4.2,4300,156,1500,823,958,224,"Jun 10, 2010","[""'Adventure'"", ""'RPG'""]",2010
401,4.0,4800,142,2600,929,966,237,"Mar 09, 1996","[""'Adventure'"", ""'Platform'"", ""'RPG'""]",1996
402,4.1,2500,61,1000,645,732,242,"Dec 11, 1997","[""'Platform'""]",1997
403,3.4,11000,29,308,111,619,432,"Sep 13, 2014","[""'Fighting'""]",2014
404,3.7,6000,384,2600,609,560,280,"Dec 31, 2015","[""'Adventure'"", ""'Indie'"", ""'RPG'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2015
405,3.5,3500,66,1700,925,674,399,"Jan 26, 2010","[""'Adventure'"", ""'Brawler'""]",2010
406,3.9,11000,48,259,135,748,270,"May 29, 2014","[""'Arcade'"", ""'Racing'""]",2014
407,3.2,83,83,1200,3100,509,11,"Jun 22, 2023","[""'RPG'""]",2023
408,4.1,4400,214,1800,696,546,360,"Mar 06, 2020","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'Shooter'""]",2020
409,3.4,11000,76,1000,254,556,323,"Nov 15, 2011","[""'Adventure'"", ""'Racing'"", ""'Shooter'""]",2011
410,2.8,6000,239,119,15,237,529,"Sep 01, 2006","[""'Adventure'"", ""'Platform'"", ""'Simulator'""]",2006
411,3.2,9200,362,438,151,506,541,"Dec 01, 2015","[""'Shooter'"", ""'Tactical'""]",2015
412,3.7,6500,60,1200,602,713,299,"May 15, 2012","[""'Shooter'""]",2012
413,3.4,9900,66,489,180,873,297,"Feb 27, 1996","[""'Adventure'"", ""'RPG'"", ""'Turn Based Strategy'""]",1996
414,2.5,8000,169,341,40,343,434,"Apr 30, 2014","[""'Arcade'"", ""'Fighting'"", ""'Indie'"", ""'Platform'""]",2014
415,4.1,7900,50,2100,351,585,261,"Oct 09, 2007","[""'Puzzle'"", ""'Shooter'""]",2007
416,3.8,607,92,393,617,235,113,"Mar 30, 2023","[""'Adventure'"", ""'RPG'"", ""'Simulator'""]",2023
417,3.7,3600,89,2600,1500,750,190,"Dec 06, 2016","[""'Adventure'"", ""'Platform'"", ""'Puzzle'""]",2016
418,3.6,4000,227,2600,1500,638,256,"Aug 30, 2019","[""'Adventure'"", ""'Brawler'""]",2019
419,4.3,1600,174,2000,1400,576,158,"May 23, 2019","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2019
420,3.7,8000,48,1800,299,528,262,"Jun 01, 2006","[""'Shooter'""]",2006
421,4.0,6000,174,1700,557,836,260,"Nov 17, 2003","[""'RPG'""]",2003
422,3.8,4600,177,2900,1100,669,229,"Mar 31, 2016","[""'Adventure'"", ""'Brawler'"", ""'Indie'"", ""'RPG'""]",2016
423,3.2,9000,137,964,141,440,385,"Aug 13, 2013","[""'RPG'"", ""'Shooter'"", ""'Tactical'""]",2013
424,3.4,8500,116,860,173,596,308,"Oct 21, 2016","[""'Shooter'""]",2016
425,3.8,5000,75,1100,600,1100,218,"Sep 22, 1999","[""'Adventure'"", ""'Puzzle'"", ""'Shooter'""]",1999
426,3.1,3400,134,29,7,123,257,"Jun 21, 2021","[""'Puzzle'"", ""'Quiz/Trivia'""]",2021
427,3.9,9400,44,509,303,946,355,"Nov 07, 2003","[""'Racing'""]",2003
428,3.0,7800,146,1700,452,716,330,"Nov 11, 2014","[""'Adventure'"", ""'RPG'""]",2014
429,3.8,7000,90,1400,471,622,179,"Nov 15, 2011","[""'Adventure'"", ""'Platform'""]",2011
430,3.8,6900,87,1600,653,787,374,"Apr 09, 2007","[""'Adventure'"", ""'Platform'"", ""'RPG'""]",2007
431,4.0,5700,170,2000,677,675,252,"Nov 13, 2018","[""'Adventure'"", ""'Shooter'"", ""'Tactical'""]",2018
432,3.7,2300,281,355,362,351,270,"May 19, 2021","[""'Indie'"", ""'Simulator'""]",2021
433,3.7,7400,83,844,269,821,437,"Dec 20, 2001","[""'Adventure'"", ""'Platform'""]",2001
434,4.2,1800,118,2300,1100,632,157,"Jun 29, 2000","[""'Adventure'"", ""'RPG'""]",2000
435,3.6,3100,99,1500,894,726,213,"Jun 17, 2004","[""'Adventure'""]",2004
436,4.2,4100,92,1400,754,630,222,"Dec 20, 2004","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'Shooter'""]",2004
437,4.0,2100,125,1800,1100,818,127,"Mar 29, 1998","[""'Adventure'"", ""'RPG'""]",1998
438,4.1,383,159,786,742,233,60,"Nov 11, 2022","[""'RPG'"", ""'Simulator'"", ""'Strategy'"", ""'Tactical'""]",2022
439,4.6,3400,198,570,300,446,302,"Jul 02, 2019","[""'RPG'""]",2019
440,3.8,3000,168,2000,1400,515,221,"Feb 14, 2019","[""'Adventure'"", ""'Platform'"", ""'Puzzle'"", ""'Simulator'"", ""'Strategy'""]",2019
441,3.6,6500,227,1400,420,438,339,"Jan 14, 2016","[""'Adventure'"", ""'Indie'"", ""'Shooter'"", ""'Simulator'"", ""'Strategy'""]",2016
442,2.9,8000,18,127,19,223,237,"Dec 10, 2009","[""'Arcade'"", ""'Indie'"", ""'Puzzle'"", ""'Strategy'""]",2009
443,3.5,9300,29,515,263,652,323,"Nov 11, 2008","[""'Adventure'"", ""'Shooter'""]",2008
444,3.8,3900,169,2400,964,521,194,"Feb 15, 2019","[""'Adventure'"", ""'Shooter'""]",2019
445,3.8,4100,141,2700,583,750,203,"Sep 30, 1997","[""'RPG'"", ""'Turn Based Strategy'""]",1997
446,3.3,7500,109,1900,684,851,219,"Jun 23, 2007","[""'Adventure'"", ""'Puzzle'"", ""'RPG'""]",2007
447,3.7,7300,57,1300,273,824,346,"Sep 22, 2009","[""'Shooter'""]",2009
448,3.9,1900,53,933,773,519,250,"Jul 28, 2021","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2021
449,3.8,4200,500,824,255,401,326,"May 13, 2020","[""'Adventure'"", ""'Indie'"", ""'Shooter'""]",2020
450,2.8,7900,30,414,118,762,304,"Aug 27, 1992","[""'Arcade'"", ""'Racing'""]",1992
451,4.1,3300,72,1200,548,722,237,"Oct 29, 1993","[""'Adventure'"", ""'Platform'""]",1993
452,4.4,2400,157,1200,572,674,233,"Mar 09, 2006","[""'RPG'"", ""'Strategy'""]",2006
453,4.2,2900,227,1900,1000,598,182,"Oct 15, 2009","[""'Adventure'"", ""'RPG'"", ""'Visual Novel'""]",2009
454,3.5,9800,92,606,182,741,257,"Sep 12, 1998","[""'Adventure'"", ""'RPG'"", ""'Turn Based Strategy'""]",1998
455,3.9,6000,60,827,265,792,295,"Mar 21, 1996","[""'Adventure'"", ""'Platform'""]",1996
456,3.7,3500,116,1200,633,496,282,"Sep 24, 2020","[""'Adventure'"", ""'Shooter'""]",2020
457,3.6,1300,305,907,643,404,182,"Jun 24, 2022","[""'Brawler'"", ""'RPG'"", ""'Simulator'"", ""'Strategy'"", ""'Tactical'""]",2022
458,3.7,4600,131,1400,435,503,331,"Jun 18, 2015","[""'Adventure'"", ""'Brawler'""]",2015
459,3.8,4900,133,1800,826,588,245,"Jul 05, 2016","[""'Adventure'"", ""'Brawler'"", ""'Indie'"", ""'Shooter'""]",2016
460,4.0,926,35,340,426,462,183,"Aug 30, 2022","[""'Adventure'"", ""'Arcade'"", ""'Indie'"", ""'Platform'"", ""'Puzzle'"", ""'RPG'""]",2022
