"Rating","Plays","Playing","Backlogs","Wishlist","Lists","Reviews","Release_Date","Genres"
"3.5","14K","94","809","285","1K","455","Nov 12, 2009","['Adventure', 'Platform']"
"4.0","6.6K","95","399","280","1K","708","Nov 12, 2020","['Adventure', 'Platform']"
"4.4","4.3K","207","3.1K","1.1K","1.1K","258","Jun 26, 2000","['RPG', 'Shooter']"
"4.0","2.9K","454","2.2K","1.9K","818","328","Apr 30, 2021","['Shooter']"
"3.6","10K","126","3.9K","790","788","316","Feb 09, 2010","['Adventure', 'Puzzle', 'RPG', 'Shooter']"
"3.4","1.3K","999","197","183","151","211","Apr 26, 2023","['Adventure', 'RPG', 'Turn Based Strategy']"
"3.8","5.5K","644","849","682","649","373","Nov 09, 2021","['Racing']"
"3.9","1.7K","146","1K","882","514","358","Jun 23, 2022","['Adventure', 'Puzzle', 'Visual Novel']"
"3.7","10K","463","2.7K","510","720","489","Apr 05, 2016","['Adventure', 'Arcade', 'Indie', 'Shooter']"
"4.4","1.9K","252","1.7K","1.4K","623","175","Dec 27, 2012","['Adventure', 'Indie', 'Visual Novel']"
"4.1","1.4K","151","1.2K","989","552","285","May 05, 2022","['Adventure', 'Indie', 'RPG']"
"3.5","12K","200","2.1K","563","696","369","Oct 20, 2010","['Adventure', 'Indie', 'Platform']"
"4.3","6.7K","125","1.8K","729","1K","285","Feb 17, 2005","['Adventure', 'Brawler', 'Shooter']"
"3.9","11K","122","926","470","1.2K","450","Nov 21, 2013","['Adventure', 'Platform']"
"3.8","8.9K","414","3K","1.1K","760","408","Jun 30, 2017","['Adventure', 'Platform']"
"4.5","3.4K","649","2.9K","1K","679","295","May 14, 2021","['Adventure', 'RPG', 'Shooter', 'Strategy']"
"2.5","9.7K","755","323","121","342","685","Jun 02, 2020","['Shooter', 'Tactical']"
"3.9","7.3K","120","1.7K","859","926","335","Jul 23, 2001","['Shooter']"
"3.1","1K","238","1.2K","1.2K","395","208","Aug 25, 2022","['RPG']"
"3.6","9.6K","272","1.9K","726","710","444","Jan 26, 2015","['Adventure', 'RPG', 'Shooter']"
"3.1","2K","253","1.5K","1.4K","550","289","Mar 24, 2022","['Adventure']"
"3.7","13K","68","1.8K","547","1.1K","366","Nov 01, 2011","['Adventure', 'Platform', 'Shooter']"
"4.0","9.7K","74","1.6K","854","1K","299","Mar 16, 2010","['Adventure', 'Brawler']"
"4.2","7.4K","126","1.8K","507","1.4K","393","Nov 21, 1995","['Adventure', 'Platform']"
"3.3","8.5K","57","1.3K","502","483","643","May 11, 2020","['Adventure', 'Indie', 'Puzzle']"
"4.0","3.6K","335","2.9K","1.4K","899","291","Jun 24, 1999","['RPG']"
"4.0","7.5K","235","3.7K","1.1K","1K","314","Nov 11, 2016","['Adventure', 'Puzzle', 'RPG', 'Shooter']"
"3.4","5.1K","573","3.6K","1.8K","740","285","Jul 13, 2018","['Adventure', 'RPG']"
"3.8","13K","42","623","286","963","343","Nov 05, 2007","['Shooter', 'Simulator']"
"4.4","7.3K","195","1.8K","677","1.1K","382","Mar 31, 2006","['Adventure', 'Visual Novel']"
"3.6","7K","107","1K","427","1.1K","440","Dec 23, 1998","['Adventure', 'Platform']"
"3.5","9.8K","203","3.1K","688","773","301","Nov 10, 2015","['Adventure', 'Shooter']"
"3.6","7.7K","60","1.8K","698","793","437","Jun 26, 2012","['Adventure', 'Shooter']"
"3.9","3.5K","415","2.2K","862","797","332","Jun 24, 2004","['RPG', 'Strategy']"
"3.3","8.8K","149","2.1K","561","912","407","Apr 12, 2016","['Adventure', 'Platform', 'Shooter']"
"3.8","6.7K","259","4K","1K","923","357","Oct 06, 2014","['Adventure']"
"3.8","1.4K","87","717","653","516","254","Aug 30, 2022","['Indie', 'Point-and-Click', 'Simulator']"
"3.2","12K","134","911","320","899","541","Oct 12, 2013","['Adventure', 'RPG', 'Turn Based Strategy']"
"3.9","4.2K","121","3.1K","1.3K","1.1K","411","Dec 08, 2016","['Adventure', 'Brawler', 'RPG']"
"3.9","8.4K","102","1.9K","971","1.1K","355","Sep 14, 2001","['Adventure']"
"3.8","7.6K","160","2.1K","631","735","438","Mar 10, 2015","['Indie', 'Shooter']"
"4.2","12K","177","1K","448","1K","438","Sep 12, 2009","['Adventure', 'RPG', 'Turn Based Strategy']"
"3.5","9.2K","137","2.1K","974","1.1K","385","Nov 18, 2011","['Adventure', 'Platform', 'Puzzle', 'RPG']"
"4.0","9.7K","106","1.4K","444","1.2K","398","Nov 09, 2004","['Shooter']"
"4.0","8.1K","501","1.2K","748","701","566","Mar 28, 2019","['Adventure', 'Indie', 'Shooter']"
"4.1","7.6K","221","2.6K","929","959","388","Feb 12, 2015","['Adventure', 'RPG']"
"4.1","5.5K","199","3.6K","1.8K","954","158","Apr 20, 2006","['Adventure', 'Puzzle', 'RPG']"
"4.1","6.8K","216","2.6K","977","1.1K","352","Aug 11, 2000","['Adventure', 'RPG', 'Turn Based Strategy']"
"4.1","4K","169","2.3K","1.4K","712","378","Dec 08, 2016","['Adventure', 'Indie', 'Puzzle', 'RPG']"
"4.3","7.6K","223","2.1K","1K","1.1K","400","Sep 26, 2013","['Adventure', 'Puzzle']"
"4.1","7.1K","459","1.6K","650","811","420","Jan 23, 2019","['Adventure', 'Card & Board Game', 'Indie', 'RPG', 'Strategy', 'Turn Based Strategy']"
"3.0","8.7K","67","1.6K","781","769","401","Feb 18, 2010","['Adventure']"
"4.2","1.5K","132","1.3K","1.1K","529","298","Jan 04, 2021","['Indie', 'Shooter', 'Simulator', 'Tactical']"
"3.2","2.1K","138","831","826","514","301","Jun 10, 2022","['Adventure']"
"2.8","11K","115","1.8K","439","667","395","May 26, 2014","['Adventure', 'Shooter']"
"4.0","1.3K","282","1.7K","1.5K","520","157","Mar 04, 2022","['Adventure', 'RPG', 'Simulator', 'Strategy', 'Tactical']"
"3.1","9.4K","43","891","223","999","432","Oct 09, 1988","['Adventure', 'Platform']"
"4.0","1.7K","154","1.1K","1.2K","588","246","Oct 18, 2022","['Adventure', 'RPG']"
"4.0","5.8K","282","2.7K","404","614","319","Sep 14, 2016","['Adventure', 'RPG', 'Shooter']"
"3.7","8.2K","160","2.7K","675","812","287","Jul 20, 2011","['Adventure', 'Indie', 'RPG']"
"4.3","3.2K","148","2.4K","1.5K","836","276","Dec 15, 2014","['Adventure', 'Indie', 'RPG']"
"4.1","7.9K","159","1.7K","400","1.3K","326","Aug 05, 1995","['Platform']"
"4.3","4.6K","125","1.2K","540","1.2K","245","Mar 22, 2002","['Adventure', 'Puzzle']"
"3.9","9.2K","91","1.8K","771","948","347","Oct 11, 2013","['Adventure', 'Point-and-Click']"
"4.1","1.5K","208","1.9K","1.2K","490","184","Mar 28, 2017","['Adventure', 'Indie', 'Platform', 'RPG']"
"3.7","7.8K","217","1.4K","460","751","411","Mar 31, 2006","['Adventure', 'Visual Novel']"
"4.1","6.9K","103","2.3K","816","901","310","Jan 25, 2011","['Adventure', 'Shooter']"
"4.4","2.4K","334","1.4K","1.1K","495","216","Aug 17, 2007","['Adventure', 'Visual Novel']"
"3.2","7.5K","271","2.8K","1.5K","642","406","Oct 25, 2019","['Adventure', 'RPG', 'Shooter']"
"3.5","9.7K","65","798","322","771","292","Sep 09, 1996","['Platform']"
"4.0","3.4K","250","2.8K","968","781","391","Jun 20, 2019","['Adventure']"
"3.6","7.4K","107","1.9K","789","612","268","Jan 31, 2008","['Adventure', 'Brawler']"
"3.4","8.9K","148","2K","736","763","353","Oct 16, 2013","['Adventure', 'Brawler']"
"3.7","1.9K","64","1K","766","418","247","Dec 16, 2021","['Adventure', 'Indie', 'Visual Novel']"
"3.0","8.3K","585","831","228","525","540","Jun 14, 2016","['Indie', 'Strategy']"
"3.2","6.9K","398","2.7K","757","620","452","Sep 13, 2019","['RPG', 'Shooter']"
"3.6","2.5K","253","1.7K","1.8K","574","241","Sep 20, 2021","['Adventure', 'Indie']"
"4.1","633","227","808","783","267","113","Dec 08, 2022","['Adventure', 'Indie', 'RPG', 'Strategy', 'Turn Based Strategy']"
"3.6","7.6K","144","1.1K","767","703","472","Mar 23, 2018","['Adventure']"
"3.3","7.3K","123","1.1K","523","802","469","Nov 20, 2008","['Adventure', 'Brawler', 'Platform']"
"3.8","9.2K","213","2.2K","650","851","308","Mar 20, 2006","['Adventure', 'RPG']"
"3.4","5.5K","169","2.1K","944","747","288","Oct 14, 2014","['Adventure', 'Puzzle', 'Shooter']"
"3.7","5.6K","199","2.7K","791","1.1K","276","Feb 11, 1999","['Adventure', 'RPG']"
"3.2","6K","19","512","210","812","458","Apr 27, 1992","['Platform']"
"3.3","8.8K","112","1.7K","469","658","412","Sep 04, 2013","['Adventure', 'Indie']"
"3.2","2.4K","300","354","440","406","288","Oct 28, 2022","['Shooter']"
"2.9","10K","602","960","117","598","530","Sep 06, 2017","['Adventure', 'RPG', 'Shooter']"
"4.0","3.9K","91","2.1K","1.4K","765","161","Sep 24, 2001","['Adventure', 'Platform', 'Puzzle']"
"4.0","11K","189","699","445","919","452","Nov 08, 2012","['Simulator']"
"3.6","10K","88","1.1K","180","750","384","Apr 18, 2008","['Adventure', 'Brawler', 'Platform']"
"3.4","8.1K","491","2.4K","837","905","380","Oct 05, 2018","['Adventure', 'RPG']"
"3.8","3.8K","314","2.1K","1.5K","807","370","Oct 02, 2020","['Platform']"
"4.2","2.8K","328","1.6K","922","523","230","Jun 10, 2021","['Adventure', 'RPG']"
"4.0","9.4K","396","1.2K","743","566","397","Nov 04, 2014","['Adventure', 'Arcade', 'Indie', 'Puzzle', 'RPG', 'Shooter']"
"3.7","5.8K","105","1.2K","403","951","360","Jun 23, 2001","['Adventure', 'Platform']"
"3.7","8.9K","283","818","365","715","467","Jan 26, 2018","['Fighting']"
"3.8","6.4K","368","2.5K","1.5K","933","403","Oct 31, 2019","['Adventure']"
"4.1","4.9K","205","1.5K","585","665","444","Dec 06, 2018","['Adventure', 'Puzzle']"
"3.5","11K","74","420","167","724","421","Dec 02, 2011","['Racing']"
"3.4","6.1K","69","2.4K","616","793","381","Aug 02, 2016","['Adventure', 'Indie', 'Puzzle', 'Simulator']"
"3.8","9.9K","224","774","452","817","551","Jul 21, 2017","['Platform', 'Shooter']"
"3.6","6K","209","2.4K","736","720","335","Jan 26, 2016","['Adventure', 'Indie', 'Puzzle']"
"3.4","6.3K","30","773","563","790","543","Aug 28, 2018","['Adventure', 'Indie', 'Puzzle']"
"3.8","7.6K","267","770","401","757","361","Feb 18, 2015","['Fighting']"
"2.8","970","63","663","1.1K","314","217","Dec 02, 2022","['Adventure', 'Shooter']"
"3.9","7.6K","94","1.6K","873","738","280","Oct 17, 2006","['Adventure']"
"3.5","11K","25","456","218","838","344","Dec 14, 1996","['Racing']"
"3.6","11K","104","1.1K","257","556","414","Aug 27, 2008","['Adventure', 'Brawler', 'Indie', 'Puzzle', 'RPG']"
"4.2","6.7K","47","737","302","926","455","Oct 18, 1994","['Platform']"
"3.3","9.9K","103","1.5K","505","646","313","Nov 18, 2014","['Adventure', 'Shooter', 'Tactical']"
"3.0","9.8K","516","811","119","520","454","Sep 02, 2014","['RPG', 'Simulator']"
"4.0","2.1K","408","2.3K","1.4K","504","221","Oct 28, 2020","['RPG', 'Turn Based Strategy']"
"3.8","6.2K","184","3.3K","777","889","281","May 20, 2014","['Adventure', 'Indie', 'RPG', 'Strategy', 'Turn Based Strategy']"
"3.6","6.7K","57","785","254","811","342","Mar 23, 1993","['Platform']"
"3.5","12K","18","273","127","778","397","Nov 21, 2014","['Fighting', 'Platform']"
"4.5","1.6K","75","852","779","594","194","Sep 29, 2011","['Adventure', 'RPG', 'Strategy', 'Turn Based Strategy']"
"3.4","11K","22","324","241","764","349","Jan 21, 1999","['Fighting', 'Platform']"
"4.5","1.9K","118","648","530","359","166","Sep 15, 2009","['Adventure', 'Visual Novel']"
"4.0","6.2K","171","1.2K","651","916","327","Jul 10, 2008","['Quiz/Trivia', 'RPG', 'Simulator', 'Visual Novel']"
"4.1","3.9K","237","1.7K","1.3K","770","300","Jan 20, 2021","['Adventure', 'Shooter', 'Tactical']"
"4.0","5.2K","588","2.2K","1.3K","607","349","Mar 13, 2019","['Indie', 'Puzzle', 'Strategy']"
"3.6","10K","76","633","207","703","411","Nov 21, 2004","['Adventure', 'Platform']"
"4.5","7K","435","2.5K","535","539","272","Aug 29, 2016","['Adventure', 'RPG']"
"3.7","4.5K","137","359","498","571","323","Oct 28, 2021","['Card & Board Game']"
"3.3","7.8K","156","2.2K","537","652","371","Nov 15, 2016","['Adventure', 'Shooter']"
"3.0","8.6K","60","1.4K","312","762","422","Nov 06, 2012","['Shooter']"
"3.4","8.6K","69","1.5K","642","751","350","Mar 21, 2014","['Adventure', 'Platform', 'Shooter']"
"3.5","4K","195","2.1K","915","548","330","Oct 27, 2020","['Adventure', 'Platform', 'Shooter']"
"4.3","4.5K","719","2.2K","848","581","220","Apr 17, 2014","['Adventure', 'Puzzle', 'Simulator', 'Visual Novel']"
"3.3","5.7K","191","3.2K","811","597","238","Sep 14, 2018","['Adventure', 'Shooter']"
"4.5","4.8K","105","819","306","768","320","Mar 29, 2007","['Adventure', 'Brawler', 'Platform', 'RPG', 'Shooter']"
"3.6","6.7K","42","607","182","984","403","Jun 02, 1989","['Adventure', 'Platform']"
"3.6","2.9K","140","1K","1.2K","674","306","Sep 10, 2021","['Adventure']"
"4.2","7.5K","108","1.8K","730","947","349","Sep 14, 2009","['Platform', 'RPG']"
"3.0","7.3K","70","1.4K","528","524","344","Jan 15, 2013","['Adventure', 'Brawler', 'Puzzle']"
"3.3","12K","32","579","234","678","342","Nov 08, 2011","['Adventure', 'Shooter', 'Tactical']"
"1.9","5.6K","43","802","232","741","688","Nov 07, 2017","['Adventure', 'Platform', 'Strategy']"
"4.2","3.6K","349","3.5K","1.3K","580","201","Oct 30, 2012","['Adventure', 'RPG']"
"4.0","7K","170","2K","620","827","252","Nov 03, 2009","['RPG']"
"4.1","843","147","388","652","372","197","Feb 24, 2023","['Adventure', 'Platform']"
"4.3","6.5K","52","872","470","841","353","Sep 22, 2008","['Adventure', 'Platform']"
"3.6","1.5K","105","556","531","373","213","Sep 15, 2022","['Adventure', 'Music', 'Shooter']"
"2.5","9.7K","27","576","144","391","415","Apr 01, 2014","['Adventure', 'Indie', 'Simulator']"
"4.3","685","33","1.1K","1.2K","507","120","May 02, 2001","['Adventure', 'Puzzle']"
"3.1","9.6K","92","724","222","631","446","Nov 06, 2015","['Adventure', 'Shooter']"
"3.5","1.5K","173","1.6K","1.2K","484","189","Sep 23, 2021","['Adventure', 'Indie', 'Platform', 'Puzzle', 'RPG']"
"3.9","946","81","774","634","434","158","Mar 24, 2022","['Adventure', 'Indie', 'Point-and-Click', 'Puzzle']"
"4.2","4.3K","156","1.5K","823","958","224","Jun 10, 2010","['Adventure', 'RPG']"
"4.0","4.8K","142","2.6K","929","966","237","Mar 09, 1996","['Adventure', 'Platform', 'RPG']"
"4.1","2.5K","61","1K","645","732","242","Dec 11, 1997","['Platform']"
"3.4","11K","29","308","111","619","432","Sep 13, 2014","['Fighting']"
"3.7","6K","384","2.6K","609","560","280","Dec 31, 2015","['Adventure', 'Indie', 'RPG', 'Strategy', 'Turn Based Strategy']"
"3.5","3.5K","66","1.7K","925","674","399","Jan 26, 2010","['Adventure', 'Brawler']"
"3.9","11K","48","259","135","748","270","May 29, 2014","['Arcade', 'Racing']"
"3.2","83","83","1.2K","3.1K","509","11","Jun 22, 2023","['RPG']"
"4.1","4.4K","214","1.8K","696","546","360","Mar 06, 2020","['Adventure', 'Indie', 'Platform', 'Shooter']"
"3.4","11K","76","1K","254","556","323","Nov 15, 2011","['Adventure', 'Racing', 'Shooter']"
"2.8","6K","239","119","15","237","529","Sep 01, 2006","['Adventure', 'Platform', 'Simulator']"
"3.2","9.2K","362","438","151","506","541","Dec 01, 2015","['Shooter', 'Tactical']"
"3.7","6.5K","60","1.2K","602","713","299","May 15, 2012","['Shooter']"
"3.4","9.9K","66","489","180","873","297","Feb 27, 1996","['Adventure', 'RPG', 'Turn Based Strategy']"
"2.5","8K","169","341","40","343","434","Apr 30, 2014","['Arcade', 'Fighting', 'Indie', 'Platform']"
"4.1","7.9K","50","2.1K","351","585","261","Oct 09, 2007","['Puzzle', 'Shooter']"
"3.8","607","92","393","617","235","113","Mar 30, 2023","['Adventure', 'RPG', 'Simulator']"
"3.7","3.6K","89","2.6K","1.5K","750","190","Dec 06, 2016","['Adventure', 'Platform', 'Puzzle']"
"3.6","4K","227","2.6K","1.5K","638","256","Aug 30, 2019","['Adventure', 'Brawler']"
"4.3","1.6K","174","2K","1.4K","576","158","May 23, 2019","['Adventure', 'Indie', 'RPG']"
"3.7","8K","48","1.8K","299","528","262","Jun 01, 2006","['Shooter']"
"4.0","6K","174","1.7K","557","836","260","Nov 17, 2003","['RPG']"
"3.8","4.6K","177","2.9K","1.1K","669","229","Mar 31, 2016","['Adventure', 'Brawler', 'Indie', 'RPG']"
"3.2","9K","137","964","141","440","385","Aug 13, 2013","['RPG', 'Shooter', 'Tactical']"
"3.4","8.5K","116","860","173","596","308","Oct 21, 2016","['Shooter']"
"3.8","5K","75","1.1K","600","1.1K","218","Sep 22, 1999","['Adventure', 'Puzzle', 'Shooter']"
"3.1","3.4K","134","29","7","123","257","Jun 21, 2021","['Puzzle', 'Quiz/Trivia']"
"3.9","9.4K","44","509","303","946","355","Nov 07, 2003","['Racing']"
"3.0","7.8K","146","1.7K","452","716","330","Nov 11, 2014","['Adventure', 'RPG']"
"3.8","7K","90","1.4K","471","622","179","Nov 15, 2011","['Adventure', 'Platform']"
"3.8","6.9K","87","1.6K","653","787","374","Apr 09, 2007","['Adventure', 'Platform', 'RPG']"
"4.0","5.7K","170","2K","677","675","252","Nov 13, 2018","['Adventure', 'Shooter', 'Tactical']"
"3.7","2.3K","281","355","362","351","270","May 19, 2021","['Indie', 'Simulator']"
"3.7","7.4K","83","844","269","821","437","Dec 20, 2001","['Adventure', 'Platform']"
"4.2","1.8K","118","2.3K","1.1K","632","157","Jun 29, 2000","['Adventure', 'RPG']"
"3.6","3.1K","99","1.5K","894","726","213","Jun 17, 2004","['Adventure']"
"4.2","4.1K","92","1.4K","754","630","222","Dec 20, 2004","['Adventure', 'Indie', 'Platform', 'Shooter']"
"4.0","2.1K","125","1.8K","1.1K","818","127","Mar 29, 1998","['Adventure', 'RPG']"
"4.1","383","159","786","742","233","60","Nov 11, 2022","['RPG', 'Simulator', 'Strategy', 'Tactical']"
"4.6","3.4K","198","570","300","446","302","Jul 02, 2019","['RPG']"
"3.8","3K","168","2K","1.4K","515","221","Feb 14, 2019","['Adventure', 'Platform', 'Puzzle', 'Simulator', 'Strategy']"
"3.6","6.5K","227","1.4K","420","438","339","Jan 14, 2016","['Adventure', 'Indie', 'Shooter', 'Simulator', 'Strategy']"
"2.9","8K","18","127","19","223","237","Dec 10, 2009","['Arcade', 'Indie', 'Puzzle', 'Strategy']"
"3.5","9.3K","29","515","263","652","323","Nov 11, 2008","['Adventure', 'Shooter']"
"3.8","3.9K","169","2.4K","964","521","194","Feb 15, 2019","['Adventure', 'Shooter']"
"3.8","4.1K","141","2.7K","583","750","203","Sep 30, 1997","['RPG', 'Turn Based Strategy']"
"3.3","7.5K","109","1.9K","684","851","219","Jun 23, 2007","['Adventure', 'Puzzle', 'RPG']"
"3.7","7.3K","57","1.3K","273","824","346","Sep 22, 2009","['Shooter']"
"3.9","1.9K","53","933","773","519","250","Jul 28, 2021","['Adventure', 'Indie', 'RPG']"
"3.8","4.2K","500","824","255","401","326","May 13, 2020","['Adventure', 'Indie', 'Shooter']"
"2.8","7.9K","30","414","118","762","304","Aug 27, 1992","['Arcade', 'Racing']"
"4.1","3.3K","72","1.2K","548","722","237","Oct 29, 1993","['Adventure', 'Platform']"
"4.4","2.4K","157","1.2K","572","674","233","Mar 09, 2006","['RPG', 'Strategy']"
"4.2","2.9K","227","1.9K","1K","598","182","Oct 15, 2009","['Adventure', 'RPG', 'Visual Novel']"
"3.5","9.8K","92","606","182","741","257","Sep 12, 1998","['Adventure', 'RPG', 'Turn Based Strategy']"
"3.9","6K","60","827","265","792","295","Mar 21, 1996","['Adventure', 'Platform']"
"3.7","3.5K","116","1.2K","633","496","282","Sep 24, 2020","['Adventure', 'Shooter']"
"3.6","1.3K","305","907","643","404","182","Jun 24, 2022","['Brawler', 'RPG', 'Simulator', 'Strategy', 'Tactical']"
"3.7","4.6K","131","1.4K","435","503","331","Jun 18, 2015","['Adventure', 'Brawler']"
"3.8","4.9K","133","1.8K","826","588","245","Jul 05, 2016","['Adventure', 'Brawler', 'Indie', 'Shooter']"
"4.0","926","35","340","426","462","183","Aug 30, 2022","['Adventure', 'Arcade', 'Indie', 'Platform', 'Puzzle', 'RPG']"
"2.8","1.2K","85","623","487","302","185","May 05, 2022","['Adventure', 'Brawler', 'Indie']"
"3.7","4.1K","85","1.8K","679","677","213","Oct 19, 2010","['Adventure', 'Shooter']"
"3.9","4.6K","86","1.5K","792","737","244","Oct 26, 2001","['Adventure', 'Real Time Strategy']"
"4.2","4.5K","109","1.5K","832","732","218","Feb 13, 2014","['Platform']"
"2.8","5.2K","47","964","277","733","311","Aug 06, 1986","['Adventure', 'Platform']"
"3.0","4K","518","1.8K","1.1K","671","295","Nov 10, 2020","['Adventure', 'RPG']"
"4.2","3.2K","145","1.6K","782","665","231","Nov 16, 2004","['RPG']"
"3.7","4.9K","88","1.1K","447","750","290","Jun 26, 2000","['Adventure', 'Platform']"
"3.6","4.5K","40","582","185","830","347","Oct 21, 1992","['Platform']"
"3.9","3.9K","106","982","392","692","223","Jun 22, 1996","['Shooter']"
"4.3","4.2K","80","297","228","846","281","May 12, 1999","['Arcade', 'Fighting']"
"3.7","7K","68","1.5K","499","479","205","Aug 13, 2012","['Adventure', 'Shooter']"
"3.4","5.9K","128","719","341","600","251","Apr 22, 2019","['Fighting']"
"3.8","766","123","676","841","230","140","Jul 08, 2022","['Adventure', 'Platform']"
"3.3","6.3K","317","656","476","407","345","Mar 20, 2018","['Adventure', 'Simulator']"
"3.3","8.4K","47","694","162","511","225","Apr 13, 2015","['Fighting']"
"4.1","4.8K","45","1.3K","536","638","193","Oct 14, 2003","['Shooter']"
"4.2","699","35","382","501","217","115","Oct 13, 2022","['Adventure', 'Indie', 'Point-and-Click', 'Puzzle']"
"2.9","7K","54","706","267","685","332","Jul 28, 2012","['Adventure', 'Platform']"
"2.6","5.1K","65","1.3K","328","892","297","Jan 14, 1987","['Adventure', 'RPG']"
"3.9","8K","159","829","268","827","237","Dec 14, 2000","['Adventure', 'RPG']"
"4.2","5.9K","386","1.6K","533","411","255","Nov 11, 2014","['Shooter']"
"3.8","5.3K","60","1.5K","837","876","272","Aug 22, 2017","['Adventure', 'Puzzle', 'Shooter']"
"3.6","7.7K","39","838","310","641","268","Dec 17, 2013","['Adventure', 'Point-and-Click', 'Puzzle']"
"3.2","16","3","659","1.9K","181","1","TBD","['Adventure', 'Indie', 'RPG']"
"3.8","4.1K","68","1.2K","578","649","207","Oct 17, 2005","['Shooter']"
"3.9","6K","86","1.2K","502","633","224","Nov 21, 2010","['Adventure', 'Platform']"
"3.0","8.2K","23","574","141","426","241","Apr 16, 2013","['Adventure', 'Fighting']"
"3.5","3.2K","300","1.6K","599","424","208","Mar 04, 2021","['Adventure', 'Card & Board Game', 'Indie', 'RPG', 'Strategy']"
"4.0","4.2K","164","2K","564","646","156","May 01, 2002","['Adventure', 'RPG']"
"4.0","2.9K","173","1.1K","698","547","266","Dec 10, 2018","['Adventure', 'Indie', 'Shooter']"
"3.0","3.9K","255","1.9K","700","386","246","Sep 26, 2019","['Adventure', 'RPG']"
"4.1","2.2K","203","2.1K","993","713","164","Jul 15, 2004","['RPG']"
"3.9","4.3K","175","1.8K","649","801","339","Apr 20, 2017","['Adventure', 'RPG', 'Strategy', 'Turn Based Strategy']"
"4.1","378","494","439","1K","251","45","Jun 02, 2023","['Brawler', 'RPG']"
"3.8","5.1K","404","439","87","307","468","Jun 14, 2018","['Strategy', 'Tactical']"
"3.6","5.4K","95","2.1K","490","602","214","Sep 08, 2010","['Adventure', 'Indie', 'Puzzle']"
"4.1","3.2K","73","1.1K","933","839","197","Apr 22, 2010","['Adventure', 'RPG', 'Shooter', 'Simulator', 'Strategy']"
"3.5","4.5K","90","1.6K","666","576","183","Apr 29, 2010","['Shooter', 'Strategy']"
"4.0","1.2K","72","1.9K","1K","578","85","Feb 10, 2000","['Adventure', 'RPG']"
